@relation combi
@attribute Id numeric
@attribute Alley {'None','Pave','Grvl'}
@attribute BedroomAbvGr numeric
@attribute BldgType string
@attribute BsmtCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtExposure {'None','No','Mn','Av','Gd'}
@attribute BsmtFinSF1 numeric
@attribute BsmtFinSF2 numeric
@attribute BsmtFinType1 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFinType2 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFullBath numeric
@attribute BsmtHalfBath numeric
@attribute BsmtQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtUnfSF numeric
@attribute CentralAir {'N','Y'}
@attribute Condition1 string
@attribute Condition2 string
@attribute Electrical string
@attribute EnclosedPorch numeric
@attribute ExterCond {'Po','Fa','TA','Gd','Ex'}
@attribute Exterior1st string
@attribute Exterior2nd string
@attribute ExterQual {'Po','Fa','TA','Gd','Ex'}
@attribute Fence {'None','MnWw','GdWo','MnPrv','GdPrv'}
@attribute FireplaceQu {'None','Po','Fa','TA','Gd','Ex'}
@attribute Fireplaces numeric
@attribute Foundation string
@attribute FullBath numeric
@attribute Functional {'Sal','Sev','Maj2','Maj1','Mod','Min2','Min1','Typ'}
@attribute GarageArea numeric
@attribute GarageCars numeric
@attribute GarageCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageFinish {'None','Unf','RFn','Fin'}
@attribute GarageQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageType string
@attribute GarageYrBlt numeric
@attribute GrLivArea numeric
@attribute HalfBath numeric
@attribute Heating string
@attribute HeatingQC {'Po','Fa','TA','Gd','Ex'}
@attribute HouseStyle string
@attribute KitchenAbvGr numeric
@attribute KitchenQual {'Po','Fa','TA','Gd','Ex'}
@attribute LandSlope {'Sev','Mod','Gtl'}
@attribute LotArea numeric
@attribute LotConfig string
@attribute LotFrontage numeric
@attribute LotShape {'IR3','IR2','IR1','Reg'}
@attribute LowQualFinSF numeric
@attribute MasVnrArea numeric
@attribute MasVnrType string
@attribute MiscFeature string
@attribute MiscVal numeric
@attribute MoSold {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute MSSubClass {'20','30','40','45','50','60','70','75','80','85','90','120','150','160','180','190'}
@attribute MSZoning string
@attribute Neighborhood string
@attribute OpenPorchSF numeric
@attribute OverallCond {'1','2','3','4','5','6','7','8','9'}
@attribute OverallQual numeric
@attribute PavedDrive {'N','P','Y'}
@attribute PoolArea numeric
@attribute PoolQC {'None','Fa','TA','Gd','Ex'}
@attribute RoofMatl string
@attribute RoofStyle string
@attribute SaleCondition string
@attribute SaleType string
@attribute ScreenPorch numeric
@attribute Street {'Pave','Grvl'}
@attribute TotalBsmtSF numeric
@attribute TotRmsAbvGrd numeric
@attribute Utilities string
@attribute WoodDeckSF numeric
@attribute X1stFlrSF numeric
@attribute X2ndFlrSF numeric
@attribute X3SsnPorch numeric
@attribute YearBuilt numeric
@attribute YearRemodAdd numeric
@attribute YrSold {'2006','2007','2008','2009','2010'}
@attribute SalePrice numeric
@data
41,'None',3,'1Fam','TA','No',643,0,'Rec','Unf',0,0,'TA',445,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','GdWo','TA',1,'CBlock',2,'Typ',440,2,'TA','RFn','TA','Attchd',1965,1324,0,'GasA','Ex','1Story',1,'TA','Gtl',8658,'Inside',84,'Reg',0,101,'BrkFace','None',0,'12','20','RL','NAmes',138,'5',6,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',1088,6,'AllPub',0,1324,0,0,1965,1965,'2006',160000
42,'None',2,'1Fam','TA','Gd',967,0,'BLQ','Unf',0,1,'TA',383,'Y','Norm','Norm','SBrkr',0,'Gd','VinylSd','VinylSd','TA','None','Gd',2,'CBlock',1,'Typ',308,1,'TA','RFn','TA','Attchd',1959,1328,1,'GasA','Gd','1Story',1,'TA','Gtl',16905,'Inside',115,'Reg',0,0,'None','None',0,'7','20','RL','Timber',104,'6',5,'P',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1350,5,'AllPub',0,1328,0,0,1959,1959,'2007',170000
43,'None',2,'1Fam','TA','Av',747,93,'ALQ','LwQ',1,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','MnPrv','None',0,'CBlock',1,'Typ',504,2,'Gd','RFn','TA','Attchd',1983,884,0,'GasA','Gd','SFoyer',1,'Gd','Gtl',9180,'CulDSac',67,'IR1',0,0,'None','None',0,'12','85','RL','SawyerW',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',840,5,'AllPub',240,884,0,0,1983,1983,'2007',144000
44,'None',3,'1Fam','TA','Av',280,491,'LwQ','BLQ',1,0,'Gd',167,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','MnPrv','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1977,938,0,'GasA','TA','1Story',1,'TA','Gtl',9200,'CulDSac',70,'IR1',0,0,'None','None',0,'7','20','RL','CollgCr',0,'6',5,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',938,5,'AllPub',145,938,0,0,1975,1980,'2008',130250
45,'None',3,'1Fam','TA','No',179,506,'ALQ','BLQ',1,0,'TA',465,'Y','Norm','Norm','FuseA',0,'TA','BrkFace','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',300,1,'TA','RFn','TA','Attchd',1959,1150,0,'GasA','Ex','1Story',1,'TA','Gtl',7945,'Inside',70,'Reg',0,0,'None','None',0,'5','20','RL','NAmes',0,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1150,6,'AllPub',0,1150,0,0,1959,1959,'2006',141000
46,'None',2,'TwnhsE','TA','No',456,0,'GLQ','Unf',1,0,'Ex',1296,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','Ex','None','Gd',1,'PConc',2,'Typ',576,2,'TA','RFn','TA','Attchd',2005,1752,0,'GasA','Ex','1Story',1,'Ex','Gtl',7658,'Inside',61,'Reg',0,412,'BrkFace','None',0,'2','120','RL','NridgHt',82,'5',9,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1752,6,'AllPub',196,1752,0,0,2005,2005,'2010',319900
47,'None',1,'1Fam','TA','No',1351,0,'GLQ','Unf',1,0,'Ex',83,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Ex',1,'PConc',1,'Typ',670,2,'TA','RFn','TA','Attchd',2003,2149,1,'GasA','Ex','1.5Fin',1,'Gd','Gtl',12822,'CulDSac',48,'IR1',0,0,'None','None',0,'8','50','RL','Mitchel',43,'5',7,'Y',0,'None','CompShg','Gable','Abnorml','WD',198,'Pave',1434,6,'AllPub',168,1518,631,0,2003,2003,'2009',239686
48,'None',3,'1Fam','TA','Av',24,0,'GLQ','Unf',0,0,'Gd',1632,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',826,3,'TA','RFn','TA','Attchd',2006,1656,0,'GasA','Ex','1Story',1,'Gd','Gtl',11096,'Inside',84,'Reg',0,0,'None','None',0,'7','20','FV','Somerst',146,'5',8,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1656,7,'AllPub',0,1656,0,0,2006,2006,'2007',249700
49,'None',2,'2fmCon','TA','No',0,0,'Unf','Unf',0,0,'TA',736,'Y','Norm','Norm','SBrkr',102,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',2,'Typ',0,0,'None','None','None','None',0,1452,0,'GasA','Gd','2Story',3,'TA','Gtl',4456,'Inside',33,'Reg',0,0,'None','None',0,'6','190','RM','OldTown',0,'5',4,'N',0,'None','CompShg','Gable','Partial','New',0,'Pave',736,8,'AllPub',0,736,716,0,1920,2008,'2009',113000
50,'None',3,'1Fam','TA','No',763,0,'BLQ','Unf',1,0,'TA',192,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','MnPrv','None',0,'CBlock',1,'Typ',386,1,'TA','Unf','TA','Attchd',1966,955,0,'GasA','Ex','1Story',1,'TA','Gtl',7742,'Inside',66,'Reg',0,0,'None','None',0,'1','20','RL','Sawyer',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',955,6,'AllPub',0,955,0,0,1966,1966,'2007',127000
51,'None',3,'1Fam','TA','Av',182,0,'GLQ','Unf',0,1,'Gd',612,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',2,'Typ',388,2,'TA','Fin','TA','Attchd',1997,1470,0,'GasA','Gd','2Story',1,'TA','Gtl',13869,'Corner',64,'IR2',0,0,'None','None',0,'7','60','RL','Gilbert',75,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',794,6,'AllPub',0,794,676,0,1997,1997,'2007',177000
52,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',816,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','Gd',1,'PConc',1,'Typ',528,2,'TA','Unf','TA','Detchd',1985,1176,0,'GasA','TA','1.5Fin',1,'TA','Gtl',6240,'Inside',52,'Reg',360,0,'None','Shed',400,'9','50','RM','BrkSide',0,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',816,6,'AllPub',112,816,0,0,1934,1950,'2006',114500
53,'None',2,'Duplex','TA','Gd',104,712,'LwQ','GLQ',1,0,'Gd',0,'N','RRNn','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','Fa','None','None',0,'CBlock',1,'Typ',516,2,'TA','Unf','TA','CarPort',1963,816,0,'GasA','TA','1Story',1,'TA','Mod',8472,'Corner',110,'IR2',0,0,'None','None',0,'5','90','RM','IDOTRR',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Grvl',816,5,'AllPub',106,816,0,0,1963,1963,'2010',110000
54,'None',0,'1Fam','TA','Gd',1810,0,'GLQ','Unf',2,0,'Ex',32,'Y','Norm','Norm','SBrkr',0,'TA','WdShing','Wd Shng','Gd','None','Gd',1,'CBlock',0,'Typ',894,3,'TA','Fin','TA','Attchd',1981,1842,1,'GasA','Gd','1Story',1,'Gd','Gtl',50271,'Inside',68,'IR1',0,0,'None','None',0,'11','20','RL','Veenker',72,'5',9,'Y',0,'None','WdShngl','Gable','Normal','WD',0,'Pave',1842,5,'AllPub',857,1842,0,0,1981,1987,'2006',385000
55,'None',3,'1Fam','TA','No',384,0,'ALQ','Unf',0,0,'TA',0,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','MnPrv','TA',1,'CBlock',1,'Min1',572,2,'TA','Unf','TA','Detchd',1962,1360,0,'GasA','TA','SLvl',1,'TA','Mod',7134,'Inside',60,'Reg',0,0,'None','None',0,'2','80','RL','NAmes',50,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',384,6,'AllPub',0,1360,0,0,1955,1955,'2007',130000
56,'None',3,'1Fam','TA','No',490,0,'BLQ','Unf',0,0,'TA',935,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','Plywood','TA','None','Gd',1,'CBlock',2,'Typ',576,2,'TA','RFn','TA','Attchd',1964,1425,0,'GasA','Gd','1Story',1,'TA','Gtl',10175,'Inside',100,'IR1',0,272,'BrkFace','None',0,'7','20','RL','NAmes',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1425,7,'AllPub',0,1425,0,407,1964,1964,'2008',180500
57,'Pave',3,'Twnhs','TA','No',649,0,'GLQ','Unf',1,0,'Gd',321,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','Gd','None','None',0,'PConc',2,'Typ',480,2,'TA','Fin','TA','Attchd',1999,1739,1,'GasA','Ex','2Story',1,'Gd','Gtl',2645,'Inside',24,'Reg',0,456,'BrkFace','None',0,'8','160','FV','Somerst',0,'5',8,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',970,7,'AllPub',115,983,756,0,1999,2000,'2009',172500
58,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',860,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',565,2,'TA','RFn','TA','Attchd',2004,1720,1,'GasA','Ex','2Story',1,'Gd','Gtl',11645,'Corner',89,'IR1',0,0,'None','None',0,'8','60','RL','CollgCr',70,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',860,7,'AllPub',0,860,860,0,2004,2004,'2006',196500
59,'None',3,'1Fam','TA','Gd',0,0,'Unf','Unf',0,0,'Ex',1410,'Y','Norm','Norm','SBrkr',37,'TA','VinylSd','VinylSd','Ex','None','Gd',1,'PConc',3,'Typ',641,3,'TA','Fin','TA','BuiltIn',2006,2945,1,'GasA','Ex','2Story',1,'Gd','Gtl',13682,'CulDSac',66,'IR2',0,1031,'BrkFace','None',0,'10','60','RL','StoneBr',0,'5',10,'Y',0,'None','CompShg','Hip','Partial','New',0,'Pave',1410,10,'AllPub',192,1426,1519,0,2006,2006,'2006',438780
60,'None',2,'1Fam','TA','Av',632,0,'ALQ','Unf',0,0,'TA',148,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','MnPrv','None',0,'CBlock',1,'Typ',352,1,'TA','Unf','TA','Detchd',1973,780,0,'GasA','Ex','1Story',1,'TA','Gtl',7200,'Inside',60,'Reg',0,0,'None','None',0,'1','20','RL','CollgCr',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',780,4,'AllPub',196,780,0,0,1972,1972,'2008',124900
61,'None',3,'1Fam','TA','No',941,0,'ALQ','Unf',1,0,'Gd',217,'Y','RRAe','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',1,'Typ',576,2,'TA','Unf','TA','Detchd',2006,1158,1,'GasA','Ex','1Story',1,'Gd','Gtl',13072,'Inside',63,'Reg',0,0,'None','None',0,'5','20','RL','SawyerW',50,'5',6,'Y',0,'None','CompShg','Gable','Partial','New',0,'Pave',1158,5,'AllPub',0,1158,0,0,2004,2004,'2006',158000
62,'None',3,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'TA',530,'N','Norm','Norm','SBrkr',144,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',288,1,'TA','Unf','TA','Detchd',1935,1111,0,'GasA','TA','2.5Unf',1,'Fa','Gtl',7200,'Inside',60,'Reg',0,0,'None','None',0,'3','75','RM','IDOTRR',0,'7',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',530,6,'AllPub',0,581,530,0,1920,1996,'2007',101000
63,'None',2,'TwnhsE','Gd','Mn',24,0,'GLQ','Unf',0,0,'Gd',1346,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',484,2,'TA','RFn','TA','Attchd',2006,1370,0,'GasA','Ex','1Story',1,'Gd','Gtl',6442,'Inside',44,'IR1',0,178,'Stone','None',0,'10','120','RL','NridgHt',49,'5',8,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1370,6,'AllPub',120,1370,0,0,2006,2006,'2007',202500
64,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',576,'Y','RRAn','Feedr','SBrkr',64,'TA','Stucco','Stucco','TA','GdPrv','None',0,'BrkTil',2,'Typ',480,2,'TA','Unf','TA','Detchd',1990,1710,0,'GasA','Gd','2Story',1,'TA','Gtl',10300,'Inside',50,'IR1',0,0,'None','None',0,'4','70','RM','OldTown',11,'6',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',576,9,'AllPub',12,902,808,0,1921,1950,'2010',140000
65,'None',3,'1Fam','TA','No',739,0,'GLQ','Unf',1,0,'Gd',318,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','GdPrv','None',0,'PConc',2,'Typ',645,2,'TA','RFn','TA','Attchd',1998,2034,1,'GasA','Ex','2Story',1,'Gd','Gtl',9375,'Inside',70,'Reg',0,573,'BrkFace','None',0,'2','60','RL','CollgCr',36,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1057,8,'AllPub',576,1057,977,0,1997,1998,'2009',219500
66,'None',4,'1Fam','TA','Av',0,0,'Unf','Unf',0,0,'Ex',1143,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',852,3,'TA','RFn','TA','BuiltIn',2004,2473,1,'GasA','Ex','2Story',1,'Gd','Gtl',9591,'Inside',76,'Reg',0,344,'BrkFace','None',0,'10','60','RL','NridgHt',151,'5',8,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1143,9,'AllPub',192,1143,1330,0,2004,2005,'2007',317000
67,'None',3,'1Fam','TA','Gd',912,0,'GLQ','Unf',1,0,'Gd',1035,'Y','PosA','Norm','SBrkr',0,'TA','Plywood','Plywood','TA','None','Gd',1,'CBlock',2,'Min1',576,2,'TA','RFn','TA','Attchd',1970,2207,0,'GasA','TA','1Story',1,'TA','Gtl',19900,'Inside',73,'Reg',0,287,'BrkFace','None',0,'7','20','RL','NAmes',0,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1947,7,'AllPub',301,2207,0,0,1970,1989,'2010',180000
68,'None',3,'1Fam','TA','Av',1013,0,'GLQ','Unf',1,0,'Gd',440,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',558,2,'TA','RFn','TA','Attchd',2003,1479,0,'GasA','Ex','1Story',1,'Gd','Gtl',10665,'Inside',72,'IR1',0,167,'BrkFace','None',0,'6','20','RL','CollgCr',29,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1453,7,'AllPub',144,1479,0,0,2003,2003,'2007',226000
69,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',747,'Y','Artery','Norm','SBrkr',0,'Gd','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',220,1,'TA','Unf','TA','Attchd',1945,747,0,'GasA','TA','1Story',1,'TA','Gtl',4608,'Corner',47,'Reg',0,0,'None','None',0,'6','30','RM','OldTown',0,'6',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',747,4,'AllPub',0,747,0,0,1945,1950,'2010',80000
70,'None',3,'1Fam','TA','No',603,0,'BLQ','Unf',0,0,'TA',701,'Y','Norm','Norm','SBrkr',114,'TA','BrkFace','AsbShng','Gd','None','TA',1,'CBlock',2,'Typ',667,2,'TA','Fin','TA','Attchd',1953,2287,0,'GasW','TA','1.5Fin',1,'TA','Gtl',15593,'Corner',81,'Reg',0,0,'None','None',0,'7','50','RL','ClearCr',21,'4',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1304,7,'AllPub',0,1304,983,0,1953,1953,'2006',225000
71,'None',3,'1Fam','TA','Gd',1880,0,'ALQ','Unf',1,0,'Gd',343,'Y','Norm','Norm','SBrkr',0,'Gd','Plywood','Plywood','TA','None','Gd',2,'CBlock',2,'Typ',516,2,'TA','Fin','TA','Attchd',1973,2223,0,'GasA','Ex','1Story',1,'TA','Gtl',13651,'Inside',95,'IR1',0,1115,'BrkFace','None',0,'2','20','RL','NAmes',0,'6',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',2223,8,'AllPub',300,2223,0,0,1973,1973,'2007',244000
72,'None',2,'1Fam','TA','No',565,0,'ALQ','Unf',1,0,'TA',280,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','Plywood','TA','None','None',0,'CBlock',1,'Typ',360,2,'TA','Unf','TA','Detchd',1987,845,0,'GasA','TA','1Story',1,'TA','Gtl',7599,'Corner',69,'Reg',0,0,'None','None',0,'6','20','RL','Mitchel',0,'6',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',845,4,'AllPub',0,845,0,0,1982,2006,'2007',129500
73,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',832,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','TA',1,'PConc',2,'Typ',427,2,'TA','Fin','TA','Attchd',1998,1718,1,'GasA','Gd','2Story',1,'TA','Gtl',10141,'Corner',74,'IR1',0,40,'BrkFace','None',0,'12','60','RL','Gilbert',94,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',291,'Pave',832,7,'AllPub',0,885,833,0,1998,1998,'2009',185000
74,'None',3,'1Fam','TA','No',320,362,'ALQ','BLQ',1,0,'TA',404,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','GdWo','None',0,'CBlock',1,'Typ',490,2,'TA','Unf','TA','Attchd',1989,1086,0,'GasA','Gd','1Story',1,'TA','Gtl',10200,'Inside',85,'Reg',0,104,'BrkFace','None',0,'5','20','RL','NAmes',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1086,6,'AllPub',0,1086,0,0,1954,2003,'2010',144900
75,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',840,'N','Norm','Norm','SBrkr',202,'Gd','VinylSd','VinylSd','Gd','None','None',0,'CBlock',2,'Typ',379,1,'TA','Unf','TA','Detchd',1915,1605,0,'GasA','Gd','2Story',2,'TA','Gtl',5790,'Corner',60,'Reg',0,0,'None','None',0,'5','50','RM','OldTown',0,'6',3,'Y',0,'None','CompShg','Gambrel','Normal','WD',0,'Pave',840,8,'AllPub',0,840,765,0,1915,1950,'2010',107400
76,'None',2,'Twnhs','TA','Gd',462,0,'GLQ','Unf',1,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'TA','CemntBd','CmentBd','TA','GdWo','None',0,'CBlock',1,'Typ',297,1,'TA','Unf','TA','BuiltIn',1973,988,0,'GasA','TA','SLvl',1,'TA','Gtl',1596,'Inside',21,'Reg',0,0,'None','None',0,'11','180','RM','MeadowV',101,'5',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',462,5,'AllPub',120,526,462,0,1973,1973,'2009',91000
77,'None',2,'1Fam','TA','No',228,0,'ALQ','Unf',0,0,'TA',724,'Y','Norm','Norm','FuseA',0,'TA','VinylSd','VinylSd','TA','None','None',0,'CBlock',1,'Typ',283,1,'TA','Unf','TA','Detchd',1956,952,0,'GasA','Ex','1Story',1,'TA','Gtl',8475,'Inside',73,'IR1',0,0,'None','None',0,'4','20','RL','NAmes',0,'7',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',952,4,'AllPub',0,952,0,0,1956,1956,'2008',135750
78,'None',2,'1Fam','TA','No',336,41,'BLQ','GLQ',1,0,'TA',295,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','None',0,'CBlock',1,'Min1',240,1,'TA','Unf','TA','Detchd',1948,1285,0,'GasA','TA','1.5Fin',1,'TA','Gtl',8635,'Inside',50,'Reg',0,0,'None','None',0,'1','50','RM','BrkSide',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',672,6,'AllPub',0,1072,213,0,1948,2001,'2008',127000
79,'None',4,'Duplex','TA','No',0,0,'Unf','Unf',0,0,'TA',1768,'N','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','None',0,'CBlock',2,'Typ',0,0,'None','None','None','None',0,1768,0,'GasA','TA','1Story',2,'TA','Gtl',10778,'Inside',72,'Reg',0,0,'None','None',0,'4','90','RL','Sawyer',0,'5',4,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1768,8,'AllPub',0,1768,0,0,1968,1968,'2010',136500
80,'Grvl',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',440,'Y','Norm','Norm','SBrkr',128,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','None',0,'PConc',1,'Typ',440,2,'TA','Unf','TA','Detchd',1966,1230,1,'GasA','Gd','2Story',1,'TA','Gtl',10440,'Corner',60,'Reg',0,0,'None','None',0,'5','50','RM','OldTown',0,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',440,5,'AllPub',74,682,548,0,1910,1981,'2009',110000
81,'None',4,'1Fam','TA','No',448,0,'Rec','Unf',0,0,'Gd',448,'Y','Norm','Norm','SBrkr',0,'Gd','VinylSd','VinylSd','TA','None','Gd',1,'CBlock',2,'Typ',509,1,'TA','Fin','TA','Attchd',1968,2142,1,'GasA','TA','2Story',1,'Gd','Gtl',13000,'Corner',100,'Reg',0,576,'BrkFace','None',0,'6','60','RL','NAmes',72,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',252,'Pave',896,8,'AllPub',0,1182,960,0,1968,1968,'2009',193500
82,'None',2,'TwnhsE','Gd','No',1201,0,'GLQ','Unf',1,0,'Ex',36,'Y','Norm','Norm','SBrkr',0,'Gd','VinylSd','VinylSd','TA','None','None',0,'PConc',2,'Typ',405,2,'TA','Fin','TA','Attchd',1998,1337,0,'GasA','Ex','1Story',1,'TA','Gtl',4500,'FR2',32,'Reg',0,443,'BrkFace','None',0,'3','120','RM','Mitchel',199,'5',6,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1237,5,'AllPub',0,1337,0,0,1998,1998,'2006',153500
83,'None',3,'1Fam','TA','No',33,0,'GLQ','Unf',0,0,'Gd',1530,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','Gd',1,'PConc',2,'Typ',758,3,'TA','RFn','TA','Attchd',2007,1563,0,'GasA','Ex','1Story',1,'Gd','Gtl',10206,'Inside',78,'Reg',0,468,'Stone','None',0,'10','20','RL','Somerst',99,'5',8,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1563,6,'AllPub',144,1563,0,0,2007,2007,'2008',245000
84,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',1065,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',461,2,'TA','Unf','TA','Detchd',1974,1065,1,'GasA','Gd','1Story',1,'TA','Gtl',8892,'Inside',80,'IR1',0,66,'BrkCmn','None',0,'7','20','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','COD',0,'Pave',1065,6,'AllPub',74,1065,0,0,1960,1960,'2007',126500
85,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',384,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','TA',1,'PConc',2,'Typ',400,2,'TA','Fin','TA','BuiltIn',1995,1474,1,'GasA','Gd','SLvl',1,'TA','Gtl',8530,'Inside',64,'IR1',0,22,'BrkFace','Shed',700,'5','80','RL','Gilbert',72,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',384,7,'AllPub',120,804,670,0,1995,1996,'2009',168500
86,'None',4,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',1288,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','Gd','None','TA',1,'CBlock',2,'Typ',462,2,'TA','Unf','TA','Attchd',1991,2417,1,'GasA','Ex','2Story',1,'Gd','Gtl',16059,'Corner',121,'Reg',0,284,'BrkFace','None',0,'4','60','RL','NoRidge',82,'5',8,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1288,9,'AllPub',127,1301,1116,0,1991,1992,'2006',260000
